Molecular Weight,Smiles,Ligand Efficiency BEI,Ligand Efficiency BEI/MW
442.54,Cc1cc2c(-c3nc4c(c(C(C)(C)S(C)(=O)=O)n3)OC[C@@H]3COCCN43)cccc2[nH]1,16.35,0.036945813
488.54,CS(=O)(=O)C1(c2nc(-c3c(F)ccc4[nH]ccc34)nc3c2OCC2COCCN32)CCOCC1,10.23,0.020939944
366.42,CC(C)(O)c1nc(-c2cccc3[nH]ccc23)nc2c1OC[C@@H]1COCCN21,20.08,0.054800502
384.41,CC(C)(O)c1nc(-c2cc(F)cc3[nH]ccc23)nc2c1OC[C@@H]1COCCN21,18.93,0.049244296
429.5,CC(C)(c1nc(-c2ccnc3[nH]ccc23)nc2c1OCC1COCCN21)S(C)(=O)=O,14.13,0.032898719
396.45,COc1cc(-c2nc3c(c(C(C)(C)O)n2)OC[C@@H]2COCCN32)c2cc[nH]c2c1,18.72,0.047219069
444.49,CS(=O)(=O)C1(c2nc(-c3cc(F)cc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CC1,15.34,0.034511463
472.57,CN(C)c1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,10.58,0.022388218
492.99,CNc1nc2ccc(Cl)cc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,10.66,0.021623157
495.54,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,16.88,0.03406385
586.65,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CO)cc5)cc4)nc32)CC1,17.21,0.029336061
403.83,O=S(=O)(Nc1cc(-c2ccc3nccn3n2)cnc1Cl)c1ccc(F)cc1,18.1,0.04482084
546.07,COc1ncc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cc1NS(=O)(=O)c1ccc(Cl)s1,14.78,0.027066127
669.71,CN1CCN(C(=O)c2ccc(-c3ccc(-n4c(=O)ccc5cnc6ccc(-c7cnc8ccccc8c7)cc6c54)cc3C(F)(F)F)cc2)CC1,13.29,0.01984441
301.38,Cc1cc(-c2nn(C(C)C)c3ncnc(N)c23)sc1C=O,20.01,0.066394585
523.59,COc1ncc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cc1NS(=O)(=O)c1ccc(F)cc1,14.24,0.027196852
530.61,COc1ncc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cc1NS(=O)(=O)c1ccc(C#N)cc1,14.34,0.027025499
368.41,COc1ncc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cc1F,18.45,0.050080074
615.74,C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)NCCN(C)C)cc3)cc2)nc(N2C3CCC2COC3)n1,16.24,0.026374769
600.68,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CCO)cc5)cc4)nc32)CC1,16.65,0.027718586
422.49,CC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1,17.3,0.040947715
593.61,CC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,13.93,0.023466586
379.46,Oc1cccc(-c2nc(N3CCOCC3)c3[nH]cc(C4CCNCC4)c3n2)c1,13.78,0.036314763
327.36,CC1CCC(n2nc(-c3ccc(F)c(O)c3)c3c(N)ncnc32)C1,18.6,0.056818182
394.48,OCc1cccc(-c2nc(N3CCOCC3)c3ncn(C4CCNCC4)c3n2)c1,13.04,0.033056175
503.59,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(C)c(S(=O)(=O)NC)c4)n3)ccn2)cc1,15.38,0.030540718
450.49,COc1ccc2c(c1)c(/C=C1\Oc3cc(O)cc(O)c3C1=O)cn2CCCN1CCOCC1,14.13,0.031365846
349.4,Nc1nc2cc(-c3nn(CC4CCCC4)c4ncnc(N)c34)ccc2o1,25.03,0.071637092
598.75,CCN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(C5CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,15.45,0.025803758
627.79,CC(C)N1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5C6CCC5COC6)nc(N5CCOC[C@H]5C)n4)cc3)cc2)CC1,14.18,0.022587171
419.54,CN(C)CC1CCN(CCn2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)CC1,12.08,0.02879344
333.36,Cc1nc(N)nc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,24.46,0.07337413
356.39,Cc1nc(N)nc(-n2c(Nc3ccc4cc[nH]c4c3)nc3ccccc32)n1,21.19,0.059457336
319.33,Nc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,19.26,0.060313782
298.31,Oc1cncc(-c2nc(N3CCOCC3)c3nc[nH]c3n2)c1,20.81,0.069759646
506.01,Oc1cncc(-c2nc(N3CCOCC3)c3ncn(C4CCN(Cc5ccc(Cl)cc5)CC4)c3n2)c1,13.43,0.026540977
475.55,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC(=O)CC4)c3n2)cc1,20.31,0.042708443
491.55,O=C(Nc1ccc(CO)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,17.74,0.03608992
450.55,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CCN(C)C)c3n2)cc1,17.4,0.038619465
491.6,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn([C@H]4CC[C@H](OC)CC4)c3n2)cc1,19.16,0.038974776
533.63,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCCO5)c3n2)cc1,16.72,0.031332571
551.62,O=C(NCCF)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1,17.51,0.031742866
582.67,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1,17.03,0.029227522
582.67,O=C(Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1)Nc1cccnc1,17.03,0.029227522
583.74,CN(C)CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,12.31,0.021088156
373.42,Nc1cccc(-c2nc(N3CCOCC3)c3cnn(-c4ccccc4)c3n2)n1,18.6,0.049809866
461.45,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1,20.16,0.043688374
507.64,Cn1ccc2cccc(-c3nc(N4CCOCC4)c4cnn(C5CCN(Cc6ccccc6)CC5)c4n3)c21,12.29,0.02421007
508.59,O=C(c1cccnc1)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc5[nH]ccc5c4)nc32)CC1,16.51,0.032462298
510.48,O=C(Nc1ccc(-c2nc(N3C[C@H]4C[C@@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,15.22,0.029815076
555.69,CNC(=O)Nc1ccc(-c2nc(N3C[C@H](C)O[C@H](C)C3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,12.73,0.022908456
462.51,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,19.29,0.041707206
468.56,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)NN1CCCCC1,13.52,0.028854362
475.55,Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,17.24,0.03625276
505.58,O=C(Nc1ccc(CCO)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,17.3,0.034218126
327.39,COc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1OC,12.22,0.037325514
358.83,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCNC1,15.31,0.042666444
313.36,COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1OC,16.78,0.053548634
332.41,Cn1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,20.12,0.060527662
502.54,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)OC)cc4)cc3)nc21,17.1,0.034027142
320.36,CC(C)n1nc(-c2ccc3c(C=O)c[nH]c3c2)c2c(N)ncnc21,20.78,0.064864527
309.33,CC(C)n1nc(-c2ccc3[nH]c(=O)[nH]c3c2)c2c(N)ncnc21,17.6,0.056897165
307.32,Cc1nc(N)nc(-n2c(Nc3cn[nH]c3)nc3ccccc32)n1,21.87,0.071163608
326.34,N#CCCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,18.63,0.0570877
380.45,Oc1cccc(-c2nc(N3CCOCC3)c3ncn(C4CCNCC4)c3n2)c1,15.83,0.041608621
485.59,OCc1cccc(-c2nc(N3CCOCC3)c3ncn(C4CCN(Cc5ccccn5)CC4)c3n2)c1,13.4,0.027595296
682.83,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CCN6CCN(C)CC6)cc5)cc4)nc32)CC1,13.32,0.019507052
469.59,Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,14.27,0.030388211
597.72,O=C(Nc1ccc(-c2nc(N3C4CCC3COC4)nc(N3C4CCC3COC4)n2)cc1)Nc1ccc(N2CCNCC2)cc1,15.47,0.025881684
570.7,CN(C)Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4C5CCC4COC5)nc(N4C5CCC4COC5)n3)cc2)cc1,15.7,0.027510075
600.72,CN(C)CCOc1ccc(NC(=O)Nc2ccc(-c3nc(N4C5CCC4COC5)nc(N4C5CCC4COC5)n3)cc2)cc1,14.64,0.024370755
626.76,O=C(Nc1ccc(OCCN2CCCC2)cc1)Nc1ccc(-c2nc(N3C4CCC3COC4)nc(N3C4CCC3COC4)n2)cc1,14.51,0.023150807
629.77,CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5C6CCC5COC6)nc(N5[C@H](CO)CC[C@@H]5CO)n4)cc3)cc2)CC1,14.54,0.023087794
601.78,CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCSCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,13.39,0.022250656
612.78,CC(C)N1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(C5CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,14.78,0.024119586
659.75,COc1ccc2[nH]c(-c3c(C)nn(C)c3C)c(/C=C3/Oc4ccc(NC(=O)Nc5ccc(C(=O)N6CCN(C)CC6)cc5)cc4C3=O)c2c1,12.76,0.019340659
423.52,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3CC)c3c(n2)c(C)nn3C)cc1,19.12,0.045145448
409.49,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3CC)c3c(ncn3C)n2)cc1,17.49,0.042711666
455.57,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccncc5)nc43)CC2)cc1,11.28,0.024760191
493.62,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6[nH]ccc6c5)nc43)CC2)cc1,14.29,0.028949394
383.4,COc1cc(-c2ccc(-c3ccnc(N4CCOCC4)n3)o2)cc(OC)c1O,19,0.049556599
308.34,Oc1cccc(-c2nc(N3CCOCC3)c3ncccc3n2)c1,24.1,0.078160472
348.36,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,22.16,0.063612355
342.4,Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,17.21,0.05026285
411.47,N#CCN1CCC(n2c(=O)cnc3cnc4ccc(-c5ccc(N)nc5)cc4c32)CC1,19.82,0.048168761
360.42,Cc1nc(N)cc2c1cc(-c1cnc3[nH]cnc3c1)c(=O)n2C1CCCC1,21.8,0.06048499
359.43,Cc1nc(N)cc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2C1CCCC1,22.01,0.061235846
351.41,COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCCC3)c2=O)cn1,21.4,0.060897527
461.57,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,13.46,0.029161341
396.45,CNc1nc2ccccc2n1-c1nc2c(c(C(C)(C)O)n1)OCC1COCCN21,14.9,0.037583554
505.55,O=C(Nc1ccc(F)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,17.25,0.034121254
588.71,C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(OCCN(C)C)cc3)cc2)nc(N2C3CCC2COC3)n1,14.9,0.025309575
369.38,O=C1/C(=C/c2c(-c3ccccc3)[nH]c3ccccc23)Oc2cc(O)cc(O)c21,18.64,0.050462938
520.59,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,17.87,0.034326437
526.65,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,17.66,0.033532707
468.51,COc1cc(-c2ccc(-c3cc(N4CCOCC4)nc(N4CCOCC4)n3)o2)cc(OC)c1O,16.3,0.034791146
408.46,Oc1ccc(-c2ccc(-c3cc(N4CCOCC4)nc(N4CCOCC4)n3)o2)cc1,15.32,0.037506733
408.46,Oc1cccc(-c2ccc(-c3cc(N4CCOCC4)nc(N4CCOCC4)n3)o2)c1,14.26,0.034911619
422.49,OCc1cccc(-c2ccc(-c3cc(N4CCOCC4)nc(N4CCOCC4)n3)o2)c1,14.89,0.035243438
383.41,COc1cc(-c2cn(-c3nccc(N4CCOCC4)n3)cn2)cc(OC)c1O,16.29,0.042487155
374.45,O=c1[nH]c2ncc(-c3ccc(-c4cn[nH]c4)cc3)nc2n1CC1CCCCC1,18.48,0.049352383
310.36,O=c1[nH]c2ncc(-c3ccc(O)cc3)nc2n1C1CCCCC1,17.85,0.057513855
366.47,CC(C)(O)c1ccc(-c2cnc3[nH]c(=O)n(CC4CCCCC4)c3n2)cc1,20.53,0.056020957
351.37,O=c1[nH]c2ncc(-c3cnc4[nH]cnc4c3)nc2n1CC1CCOCC1,18.24,0.051911091
317.3,CC(C)n1nc(-c2cc(F)c(C=O)c(F)c2)c2c(N)ncnc21,14.25,0.04491018
285.31,CCOc1ccc(-c2n[nH]c3ncnc(N)c23)cc1OC,14.02,0.049139532
353.43,CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,14.68,0.041535806
329.36,CCOc1cc(-c2nn(CCO)c3ncnc(N)c23)ccc1OC,12.14,0.036859364
315.34,COc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)c(OC)n1,19.65,0.062313693
310.36,Nc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,19.46,0.062701379
471.52,CNC(=O)Nc1ccc2c(c1)C(=O)/C(=C\c1c(-c3c(C)nn(C)c3C)[nH]c3ccc(OC)cc13)O2,18.85,0.039977095
315.31,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCOC1,15.97,0.050648568
558.64,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1)OCCO,15.8,0.028282973
396.45,c1ccc(-n2ncc3c(N4CCOCC4)nc(-c4ccc5[nH]ccc5c4)nc32)cc1,19.09,0.048152352
422.48,COc1ccc2c(c1)c(/C=C1\Oc3cc(O)cc(O)c3C1=O)c(C)n2CCCN(C)C,16.4,0.038818406
450.49,COc1ccc2c(c1)c(/C=C1\Oc3cc(O)cc(O)c3C1=O)c(C)n2CCN1CCOCC1,17.86,0.039645719
419.44,O=C1/C(=C/c2c(-c3ccc4ccccc4c3)[nH]c3ccccc23)Oc2cc(O)cc(O)c21,15.62,0.03724013
453.55,COc1ccc(S(=O)(=O)Nc2cccc(-c3ccc4nc(NC(C)=O)sc4c3)c2)cc1,12.84,0.028309999
476.94,CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4cccc(F)c4)c3)cc2s1,18.11,0.037971233
311.35,OCc1ccc(-c2nc(N3CCOCC3)c3nc[nH]c3n2)cc1,17.17,0.055146941
495.47,O=C(Nc1ccc(-c2nc(C3=CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,18.16,0.036652068
548.65,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(C(=O)OC(C)C)CC4)c3n2)cc1,17.72,0.032297457
407.48,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)NC)cc3)nc21,22.41,0.054996564
393.45,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C)c3n2)cc1,22.55,0.057313509
470.53,O=C(Nc1ccc(CCO)cc1)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1,15.71,0.033387882
482.54,CCC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ncccc4n3)cc2)cc1,13.51,0.027997679
588.68,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cccnc3n2)cc1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,13.68,0.023238432
585.63,COCCC(=O)N1CCN(c2ccc(Nc3ccnc4ccc(-c5cnc6ccccc6c5)cc34)cc2C(F)(F)F)CC1,10.27,0.01753667
551.57,O=c1ccc2cnc3ccc(-c4cnc5ccccc5c4)cc3c2n1-c1ccc(N2CCNCC2)c(C(F)(F)F)c1,14.27,0.025871603
593.63,CS(=O)(=O)Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5ccc(N6CCNCC6)c(C(F)(F)F)c5)c4c3c2)cc1,12.36,0.02082105
527.63,COc1cc(N2CCC(N)CC2)ccc1-n1c(=O)ccc2cnc3ccc(-c4cnc5ccccc5c4)cc3c21,13.31,0.025226011
607.64,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,15.7,0.025837667
479.56,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCCOC2)c(=O)n4C)c(F)n1,12.23,0.025502544
465.53,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCOC2)c(=O)n4C)c(F)n1,11.49,0.024681546
412.52,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,17.99,0.043610007
442.55,CNc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2(S(C)(=O)=O)CC2)n1,16.46,0.037193537
412.52,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,13.62,0.033016581
370.41,Oc1cccc(-c2nc(C3=CCOCC3)c3cnn(-c4ccccc4)c3n2)c1,20.91,0.05645096
307.35,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,17.96,0.058435009
475.93,CC(C)N1C(=O)COc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc21,17.58,0.036938205
473.91,O=C1COc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2N1C1CC1,13.87,0.02926716
350.81,C[C@@H](Nc1c(C(N)=O)cnc2ccc(C#N)cc12)c1ccc(Cl)cc1,17.31,0.049342949
330.78,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@@H]1CCNC1,16.99,0.051363444
377.47,COCc1cccc(-c2nc(CS(C)(=O)=O)cc(N3CCOCC3)n2)c1,12.31,0.032611863
375.44,Cc1ccc(-c2nc(N3CCOCC3)nc(-n3ccnc3C)n2)c2cc[nH]c12,18.85,0.050207756
429.5,CC(C)(c1nc(-c2cccc3[nH]ncc23)nc2c1OC[C@H]1COCCN21)S(C)(=O)=O,12.23,0.028474971
426.5,CS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OCC2COCCN32)CC1,14.68,0.034419695
440.53,Cc1cc2c(-c3nc4c(c(C5(S(C)(=O)=O)CC5)n3)OC[C@@H]3COCCN43)cccc2[nH]1,15.09,0.034254194
508.52,CS(=O)(=O)C1(c2nc(-c3cc(C(F)(F)F)cc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CCC1,13.04,0.025643043
914.19,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,6.96,0.007613297
406.45,Cc1nc(-c2nc[nH]n2)ccc1-c1cnc2c(n1)N([C@H]1CC[C@@H](O)CC1)C(=O)CN2,19.92,0.049009718
392.42,Cc1nc(-c2nc[nH]n2)ccc1-c1cnc2c(n1)N(C1CCOCC1)C(=O)CN2,19.33,0.049258448
493.57,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)NC)CC4)c3n2)cc1,17.62,0.03569909
457.49,O=CCn1ccc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccncc4)cc3)nc21,18.63,0.040722202
554.65,CCn1ccc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCNCC5)cc4)cc3)nc21,16.31,0.029405932
543.63,CCCCNC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4nnn(CC)c4n3)cc2)cc1,15.76,0.028990306
1017.36,CO[C@H]1[C@@H](O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](c2c[nH]c3c(C)cccc23)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)C[C@H](O)[C@H](C)/C=C(\C)[C@H]1O,7.86,0.007725879
348.36,COc1cccc(Cn2c(=O)[nH]c3ncc(-c4ccc(O)cc4)nc32)c1,16.93,0.04859915
334.33,O=c1[nH]c2ncc(-c3ccc(O)cc3)nc2n1Cc1cccc(O)c1,17.88,0.053480095
374.45,O=c1[nH]c2ncc(-c3ccc(-n4ccnc4)cc3)nc2n1CC1CCCCC1,16.66,0.044491921
647.02,Cl.O=C(Nc1cnc2ccc(-c3cnc4ccccc4c3)cc2c1Nc1ccc(N2CCNCC2)c(C(F)(F)F)c1)C(F)(F)F,10.66,0.016475534
485.54,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc(NC(=O)Nc3ccc(F)cc3)cc2)n1,15.56,0.032046793
498.47,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,19.34,0.038798724
297.32,Oc1ccccc1-c1nc(N2CCOCC2)c2nc[nH]c2n1,18.84,0.06336607
498.63,OCc1cccc(-c2nc(N3CCOCC3)c3ncn(CC4CCN(Cc5ccccc5)CC4)c3n2)c1,9.98,0.020014841
510.48,O=C(Nc1ccc(-c2nc(N3C[C@@H]4C[C@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,17.48,0.034242282
579.03,Cl.NC(=O)c1cnc2ccc(-c3cnc4ccccc4c3)cc2c1Nc1ccc(N2CCNCC2)c(C(F)(F)F)c1,14.48,0.02500734
556.62,CCN(CC)CCNC(=O)Nc1nc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4)c3)cn2n1,12.41,0.022295282
308.35,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,26.26,0.085162964
413.5,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,13.59,0.03286578
452.5,COc1ccc(S(=O)(=O)Nc2cc(-c3cnc4nc(N)nc(C)c4c3)cnc2OC)cc1,14.91,0.032950276
428.5,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1cccs1,15.43,0.036009335
423.46,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1cccnc1,16.42,0.038775799
629.11,CS(=O)(=O)Nc1cnc2ccc(-c3cnc4ccccc4c3)cc2c1Nc1ccc(N2CCNCC2)c(C(F)(F)F)c1.Cl,10.91,0.017341959
381.44,COc1ncc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)cc1C,13.39,0.035103817
355.38,Cc1nc(N)nc(-c2cc(C(C)(C)O)cnc2Nc2cncc(F)c2)n1,15.76,0.044346896
367.41,COc1ccc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)cn1,16.61,0.04520835
526.65,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(CN(C)C)cc4)cc3)nc21,17.01,0.03229849
442.48,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1)Nc1cccc(O)c1,16.82,0.038013018
380.41,COc1ccc(Nc2cc(-c3cnc(N)nc3)nc(N3CCOCC3)n2)cn1,14.19,0.037301859
566.66,C[C@@H]1CN(C(=O)Nc2ccc(-c3nc(N4CCOCC4)c4cnn(CCCCCCC(=O)NO)c4n3)cc2)CCO1,15.74,0.027776797
469.55,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,16.73,0.035629858
547.62,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccon4)c(C)c3)c2C1=O,12.32,0.022497352
621.67,COCCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(OC)nc4)c(F)c3)c2C1=O,11.82,0.019013303
914.19,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,9.62,0.010522977
493.62,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cc6ccccc6[nH]5)nc43)CC2)cc1,13.95,0.028260605
493.62,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cccc6[nH]ccc56)nc43)CC2)cc1,13.85,0.02805802
233.27,Nc1ccc(C#Cc2n[nH]c3ccccc23)cc1,21.29,0.09126763
292.31,Cc1nccc(-c2c(Nc3cc[nH]n3)nc3cccnn23)n1,23.44,0.080188841
