Molecular Weight,Smiles,Ligand Efficiency BEI,Ligand Efficiency BEI/MW
462.94,CCc1ncnc(-c2ccc(C(=O)N3CCN(O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,18.41,0.039767572
513.62,CCc1ncnc(-c2ccc(C(=O)NC3CC(N4CCN(C)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,16.59,0.032300144
431.47,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](O)C3)c(F)c2)c1C#Cc1ccc(N)nc1,20.86,0.048346351
419.87,Cc1ncnc(-c2ccc(C(=O)N3CCCO3)c(Cl)c2)c1C#Cc1ccc(N)nc1,18.63,0.044370877
500.58,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,16.18,0.032322506
476.53,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,18.15,0.038087843
447.93,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](O)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,18.76,0.041881544
461.95,CCc1ncnc(-c2ccc(C(=O)N3CCCC(O)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,18.41,0.039852798
446.94,CCc1ncnc(-c2ccc(C(=O)N3CCNCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,18.13,0.040564729
532.65,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,15.59,0.029268751
531.06,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,16.88,0.031785486
523.69,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(C)CC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,15.88,0.030323283
452.45,O=c1c(/C=N/Nc2nc(N3CCOCC3)c3ccsc3n2)coc2ccc([N+](=O)[O-])cc12,13.34,0.029483921
495.54,Cc1ncc(-c2cc3c(-c4ccncc4)ncnc3s2)cc1NS(=O)(=O)c1ccc(F)cc1F,13.04,0.026314727
520.45,O=S(=O)(Nc1cc(-c2cc3c(-c4ccncc4)ncnc3s2)cnc1Cl)c1ccc(Cl)s1,14.58,0.028014218
454.53,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(CC(OC)OC)nc3n2)cc1CO,16.58,0.03647724
380.45,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(C)nc3n2)cc1CO,18.46,0.048521488
362.4,CCOc1ccc(Nc2nc3ccccn3c2-c2nc(C)nc(N)n2)cn1,19.99,0.055160044
366.36,COc1ncc(Nc2nc3ccccn3c2-c2nc(C)nc(N)n2)cc1F,18.3,0.049950868
502.6,Cc1cc(/C=N/NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4sccc4n3)cc2)cc(C)c1O,12.16,0.02419419
505.53,COc1ncc(-c2cc3c(C)nc(NC(C)=O)nc3s2)cc1NS(=O)(=O)c1ccc(F)cc1F,15.82,0.03129389
437.5,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)nc3c2cnn3C2CCOCC2)cc1,17.46,0.039908571
453.54,CCNC(=O)Nc1ccc(-c2nc(N3C[C@@H]4CC[C@H](C3)O4)c3c(n2)[C@@](C)(CCO)OC3)cc1,16.65,0.036711205
427.51,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)[C@@](C)(CO)OC3)cc1,16.64,0.038923066
572.07,O=C(Nc1ccc(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)Nc1ccc(Cl)c(-c2ccncc2)c1,11.51,0.020119915
450.54,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)[C@@](C)(CCC#N)OC3)cc1,17.94,0.039818884
427.51,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)[C@](C)(CO)OC3)cc1,18.62,0.043554537
411.51,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)C(C)(C)OC3)cc1,19.16,0.046560229
455.56,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3c(n2)[C@](C)(CC(C)(C)O)OC3)cc1,17.87,0.039226447
454.53,COc1ccc(S(=O)(=O)Nc2cncc(-c3ccc4nc(NC(C)=O)sc4c3)c2)cc1,17.51,0.03852331
515.06,CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4cccc(C(C)(C)C)c4)c3)cc2s1,16.85,0.032714635
488.98,COc1ccc(S(=O)(=O)Nc2cc(-c3ccc4nc(NC(C)=O)sc4c3)cnc2Cl)cc1,17.75,0.036300053
526.95,CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(C(F)(F)F)cc4)c3)cc2s1,16.69,0.031672834
554.58,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4nnc(C)o4)c(F)c3)c2C1=O,12.58,0.022683833
647.76,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(N5CCN(C)CC5)nc4)c(F)c3)c2C1=O,11.47,0.017707175
484.53,CCN1CC(C)(C)Oc2nc(N3C[C@@H]4C[C@H]3CO4)nc(-c3ccc(NC(=O)NC)c(F)c3)c2C1=O,14.11,0.029121004
528.59,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)nc3c2C(=O)N(CCOC)CC(C)(C)O3)cc1F,13.98,0.026447719
702.79,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCN(C(=O)OC)CC5)cc4)c(F)c3)c2C1=O,9.89,0.014072483
674.78,CC[C@H]1COCCN1c1ccc(NC(=O)Nc2ccc(-c3nc(N4C5CCC4COC5)nc4c3C(=O)N(CC)CC(C)(C)O4)cc2F)cn1,9.54,0.014137941
680.73,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccnc(N5CCC(F)(F)CC5)c4)c(F)c3)c2C1=O,9.42,0.013838086
474.45,CN1Cc2cnc3ccc(-c4cnc5[nH]ccc5c4)nc3c2N(c2cccc(C(F)(F)F)c2)C1=O,16.35,0.034460955
465.44,COc1ccc(-c2ccc3ncc4c(c3n2)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C4)cn1,15.61,0.033538157
450.42,CN1Cc2cnc3ccc(-c4ccc(N)nc4)nc3c2N(c2cccc(C(F)(F)F)c2)C1=O,17.88,0.039696283
460.42,[C-]#[N+]c1ccc(-c2ccc3ncc4c(c3n2)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C4)cn1,16.55,0.035945441
433.51,C[C@H]1COCCN1c1nc(-c2ccc(Nc3cccc(=O)[nH]3)cc2)nc2c1COC2(C)C,18.05,0.041636871
364.43,Cc1ncnc(-c2ccc(S(C)(=O)=O)cc2)c1C#Cc1ccc(N)nc1,22.22,0.060971929
370.46,CCc1ncnc(-c2ccc(C(=O)N(C)C)cc2)c1C#Cc1ccc(C)nc1,20.35,0.054931707
315.38,CCc1ncnc(-c2ccc(C)nc2)c1C#Cc1ccc(N)nc1,24.28,0.076986492
344.42,CCc1ncnc(-c2ccc(N(C)C)nc2)c1C#Cc1ccc(N)nc1,20.62,0.059868765
475,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,18.31,0.038547368
482.59,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,18.03,0.037360907
473.55,CCc1ncnc(-c2ccc(C(=O)N3CCC(CCO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,17.36,0.036659276
456.55,COCCN1CCN(C(=O)c2ccc(-c3ncnc(C)c3C#Cc3ccc(N)nc3)cc2)CC1,18.67,0.040893659
516.63,Cc1ncnc(-c2ccc(C(=O)N3CCN(C4CCS(=O)(=O)C4)CC3)cc2)c1C#Cc1ccc(N)nc1,16.26,0.031473201
492.53,CCc1ncnc(-c2cc(F)c(C(=O)NCCN3CCOCC3)c(F)c2)c1C#Cc1ccc(N)nc1,17.1,0.034718697
445.5,CCc1ncnc(-c2ccc(C(=O)N3CCC[C@H]3CO)c(F)c2)c1C#Cc1ccc(N)nc1,19.01,0.042671156
461.95,CCc1ncnc(-c2ccc(C(=O)N3CCCOCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,18.05,0.039073493
317.37,Cc1nc(N)ccc1C#Cc1c(-c2cccc(F)c2)ccnc1C,21.89,0.068973123
446.53,CCc1nccc(-c2ccc(F)c(C(=O)N(C)CCCOC)c2)c1C#Cc1ccc(N)nc1,16.91,0.037869796
457.55,CCc1nccc(-c2ccc(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,18.14,0.03964594
283.34,Cc1cc(O)ccc1-c1nn(C(C)C)c2ncnc(N)c12,20.04,0.070727748
439.52,C[C@H]1COCCN1c1nc(-c2ccc(NC(=O)NC3COC3)cc2)nc2c1COC2(C)C,16.91,0.03847379
413.48,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3c(n2)[C@](C)(CO)OC3)cc1,18.13,0.043847344
469.59,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)[C@](C)(CC(C)(C)O)OC3)cc1,17.8,0.037905407
427.51,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3c(n2)[C@](C)(CCO)OC3)cc1,20.08,0.046969662
332.37,Cc1nc(N)cc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,22.16,0.066672684
307.32,Cc1nc(N)nc(-n2c(Nc3cn[nH]c3)nc3ccccc32)n1,21.95,0.071423923
440.47,CC(=O)Nc1cccc(-c2ccc3nc(Nc4cc[nH]n4)c(-c4nc(C)nc(N)n4)n3c2)c1,18.16,0.041228688
398.43,Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccc(-c4cccnc4C)cn23)n1,21.39,0.053685716
307.32,Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccccn23)n1,25.77,0.083853963
418.84,Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2o1,17.08,0.040779295
357.33,Cc1nc(N)nc(-n2c(Nc3ccn(C(F)F)n3)nc3ccccc32)n1,14.52,0.040634707
505.51,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,18.84,0.037269292
264.29,Cn1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,19.22,0.072723145
293.33,CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,17.45,0.059489312
315.31,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCOC1,19.03,0.060353303
444.92,C[C@H]1COCCN1c1nc(N2CCOCC2)nc2[nH]c(-c3cc(CO)ccc3Cl)nc12,12.89,0.0289715
445.48,COc1cc(/C=N/Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc(OC)c1O,13.16,0.029541169
441.56,CNc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2([S@](C)(=N)=O)CC2)n1,15.45,0.034989582
412.52,C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,12.71,0.030810627
358.36,N#CCNc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,19.62,0.054749414
442.55,CNc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2(S(C)(=O)=O)CC2)n1,13.16,0.029736753
388.43,CC(C)[C@H]1COC(=O)N1c1ccn2ncc(-c3ccc(-c4ncc[nH]4)cc3)c2n1,22.19,0.05712741
487.57,CC(C)[C@H]1CN(C[C@@H]2COCCN2)C(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,15.97,0.032754271
579.63,COc1ncc(-c2ccc3nccc(/C=C/C(=O)N4CCN(C)CC4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,14.66,0.025291997
411.51,CO[C@H]1CC[C@@H](CN2CC(=O)Nc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,16.59,0.040314938
419.49,Cc1cc(-c2nc[nH]n2)ccc1-c1cnc2c(n1)N(CCC1CCOCC1)C(=O)CN2,19.79,0.047176333
397.48,CC(C)(O)c1ccc(-c2cnc3c(n2)N(CCC2CCOCC2)CC(=O)N3)cn1,17.58,0.04422864
397.48,CC(C)(O)c1ccc(-c2cnc3c(n2)N(CCC2CCOCC2)C(=O)CN3)cn1,18.82,0.047348294
397.48,CO[C@H]1CC[C@H](N2CC(=O)Nc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,17.58,0.04422864
411.51,CO[C@H]1CC[C@H](CN2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,17.04,0.041408471
294.32,Cc1nc(N)nc(-c2cccnc2Nc2ccc(N)nc2)n1,17.75,0.060308508
512.6,CC(=O)Nc1ccc(Nc2ncc(CN3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,11.61,0.022649239
486.92,Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)c3ccc(F)cc3)c2)n1,13.16,0.027027027
366.43,COc1ccc(Nc2ncc(C(C)(C)N)cc2-c2nc(C)nc(N)n2)cn1,17.16,0.046830227
539.69,Cc1nc(N)nc(-c2cc([C@@H](C)N3CCN(S(C)(=O)=O)C[C@@H]3C)cnc2Nc2ccc3scnc3c2)n1,12.23,0.022661157
412.47,CCC(N)(CC)c1cnc(Nc2cnc(OC)c(F)c2)c(-c2nc(C)nc(N)n2)c1,12.88,0.031226513
405.87,Cc1nc(N)cc(-c2cccnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)n1,15.65,0.038559145
513.65,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,12.14,0.023634771
490.95,O=S(=O)(Nc1cc(-c2ccc3nccc(-c4ccncc4)c3c2)cnc1Cl)c1ccc(F)cc1,19.12,0.038944903
502.59,OCc1cccc(-c2nc(N3CCOCC3)c3ncn(C4CCN(Cc5ccccc5F)CC4)c3n2)c1,13.52,0.026900655
485.59,Cc1ccc(CN2CCC(n3cnc4c(N5CCOCC5)nc(-c5cncc(O)c5)nc43)CC2)cc1,12.83,0.026421467
484.56,O=C(c1ccccc1)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1,17.33,0.035764405
348.36,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,22.38,0.064243886
461.45,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1,20.16,0.043688374
308.35,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,26.26,0.085162964
1044.33,CC[C@@H]1CC[C@H]2C[C@H](OC)/C(C)=C/C=C/C=C/[C@@H](C)C[C@@H](C)C(=O)[C@H](OC)[C@H](O)/C(C)=C/[C@@H](C)C(=O)C[C@@H]([C@H](C)C[C@@H]3CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C3)OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]1(O)O2,5.5,0.005266535
405.46,c1cc(-c2nc3c(N4CCOCC4)nc(N4CCOCC4)nc3[nH]2)c2cc[nH]c2c1,19.97,0.049252701
567.67,CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)nc3c2C(=O)N(C[C@@H]2CCCN2)CC(C)(C)O3)cc1F,10.82,0.01906037
574.64,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4cncc(OC)n4)cc3)c2C1=O,12.58,0.021891967
596.63,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4cccc(OC(F)F)c4)cc3)c2C1=O,12.09,0.020263815
527.62,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)OCC(C)(C)O)cc3)c2C1=O,10.63,0.020147076
658.8,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N(C)CCN(C)C)cc4)cc3)c2C1=O,11.11,0.016863995
529.57,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)OCCO)cc3F)c2C1=O,13.38,0.025265782
654.77,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CC6CCC(C5)O6)cn4)cc3)c2C1=O,10.99,0.01678452
407.43,C=CC(=O)Nc1ccc(-n2c(=O)ccc3oc4ccc(-c5cccnc5)cc4c32)cc1,16.3,0.040006872
348.37,COc1ccc(Nc2nc3ccccn3c2-c2nc(C)nc(N)n2)cn1,21.33,0.061228005
368.4,Cc1nc(N)nc(-c2c(Nc3ccc4ncccc4c3)nc3ccccn23)n1,17.8,0.048317047
492.56,COc1ncc(Nc2nc3ccc(N4CCN(C(C)C)CC4)cn3c2-c2nc(C)nc(N)n2)cc1F,12.96,0.026311515
300.37,CCc1ncnc(-c2ccccc2)c1C#Cc1ccc(N)nc1,23.95,0.079734994
389.43,CCc1ncnc(-c2ccc(F)c(C(=O)N(C)C)c2)c1C#Cc1ccc(N)nc1,19.77,0.050766505
341.42,CCc1ncnc(-c2ccc(C3CC3)nc2)c1C#Cc1ccc(N)nc1,21.95,0.064290317
513.5,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(C(F)(F)F)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,15.13,0.02946446
498.57,CCOc1cnc(-c2ccc(NC(=O)Nc3ccc(S(N)(=O)=O)cc3)cc2)nc1N1CCOCC1,14.82,0.029725014
505.58,O=C(Nc1ccncc1)Nc1ccc(-c2ncc(OCCN3CCOCC3)c(N3CCOCC3)n2)cc1,13.39,0.026484434
404.9,CCc1nccc(-c2ccc(C(=O)NC)c(Cl)c2)c1C#Cc1ccc(N)nc1C,20.74,0.051222524
515.63,CCc1nccc(-c2ccc(C(=O)N3CC(C)N(CCOC)C(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,15.6,0.030254252
487.58,COCCN1CCN(C(=O)c2ccc(-c3ccnc(C)c3C#Cc3ccc(N)nc3C)cc2F)CC1,17.02,0.034907092
372.45,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]ccc3c2)n1,17.56,0.047147268
465.55,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,17.29,0.037138868
494.57,CCNC(=O)c1cc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)ccc1F,14.69,0.02970257
419.53,Cc1ccccc1-c1ccc2c(N3CCOC[C@@H]3C)nc(N3CCOC[C@@H]3C)nc2n1,16.34,0.038948347
514.61,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(NS(C)(=O)=O)c3)[n+]([O-])c2n1,14.44,0.028060084
449.56,C[C@H]1COCCN1c1nc(N2CCC(CCO)CC2)nc2nc(-c3ccc(N)nc3)ccc12,14.9,0.033143518
475,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,17.98,0.037852632
475,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,17.83,0.037536842
468.61,CCc1ncnc(-c2ccc(C(=O)N3CCCC(N(C)C)C3)c(C)c2)c1C#Cc1ccc(N)nc1,16.84,0.035936066
488.54,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)CNC4)c(F)c2)c1C#Cc1ccc(N)nc1,16.34,0.033446596
534.45,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN(CCC#N)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,16.58,0.031022547
551.65,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,16.22,0.029402701
468.5,CCc1ncnc(-c2ccc(C(=O)N3CCn4cnnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,19.06,0.040683031
550.66,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,15.18,0.02756692
483.96,CCc1ncnc(-c2ccc(C(=O)N3CCn4ccnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,18.96,0.039176791
486.6,CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,15.64,0.032141389
520.58,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)COC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,17.77,0.034135003
484.58,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CC(N)C4)c(F)c2)c1C#Cc1ccc(N)nc1,16.97,0.035020017
584.7,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C(=O)OC(C)(C)C)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,13.94,0.023841286
478.6,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(CNCCO)cc3)nc2n1,18.19,0.038006686
484.56,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)=O)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,17.95,0.037043916
477.61,CCC1CCCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(OC)c(CO)c3)nc2n1,18.29,0.038294843
331.38,CCc1ncnc(-c2ccc(OC)nc2)c1C#Cc1ccc(N)nc1,22.01,0.066419217
508.01,CS(=O)(=O)N1CCN(Cc2cn3c(Cl)c(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,10.32,0.020314561
503.05,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,17.29,0.034370341
460.51,CCc1ncnc(-c2ccc(C(=O)N3CCN(OC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,17.47,0.037936201
548.07,Cc1nc(N)cc(-c2cc([C@H](C)N3CCOCC3)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,10.03,0.018300582
470.35,Cc1nc(N)nc(-c2cc(Cl)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,14.43,0.030679281
914.19,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,10.94,0.011966878
413.5,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,18.06,0.043675937
422.49,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2CCCCCCCCC(=O)NO,16.65,0.039409217
515.58,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N(C)C)cc4)cc3)nc21,17.7,0.034330269
455.56,CCc1ncnc(-c2ccc(C(=O)N3CCC(OC)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,17.48,0.038370357
501.61,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,16.52,0.032933953
501.03,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC4CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,16.5,0.03293216
524.67,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCC(C)CC4)C3)c(OC)c2)c1C#Cc1ccc(N)nc1,13.58,0.025882936
470.58,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(OC)c2)c1C#Cc1ccc(N)nc1,15.88,0.033745591
643.78,COC[C@H]1OC(=O)/C(=C/N2CCN(CCCN3CCOCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,9.2,0.014290596
547.6,COC[C@H]1OC(=O)/C(=C/N(C)CCCC(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,8.95,0.016344047
617.78,COC[C@H]1OC(=O)/C(=C/N(CCCN(C)C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,8.82,0.014276927
1013.32,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](c3cccc4c(C)c[nH]c34)C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)CC[C@H]1O,8.19,0.008082343
434.91,Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1,17.52,0.040284197
459.89,CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2[nH]1,16.74,0.036400009
347.38,CCc1nc(N)nc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,18.45,0.053111866
435.48,CC(=O)OC(C)C(=O)Nc1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccccc3)nc2n1,17.5,0.040185542
469.55,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,16.35,0.034820573
348.36,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,22.38,0.064243886
471.56,CNC(=O)c1cnc2ccc(-c3cnc4ccccc4c3)cc2c1Nc1ccc(C(C)(C)C#N)cc1,13.34,0.028289083
515.6,COC[C@H]1OC(=O)/C(=C/N2CCCCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,11.14,0.021605896
559.61,COC[C@H]1OC(=O)/C(=C/N2CCC(C(=O)O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,10.87,0.019424242
606.72,COC[C@H]1OC(=O)/C(=C/N2CCN(Cc3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,9.97,0.016432621
